Category,period,sales,freight_value,total_sales,quantity,volume,baskets
MISSING,2016-09-01,65.89,30.03,95.92,2,3.55,2
MISSING,2016-12-01,1702.64,213.09,1915.73,13,54.65,11
MISSING,2017-01-01,8564.2,1032.03,9596.23,57,162.84,51
MISSING,2017-02-01,7184.07,1101.68,8285.75,64,,58
MISSING,2017-03-01,8953.07,1530.18,10483.25,73,,65
MISSING,2017-04-01,11061.93,1746.34,12808.27,96,218.469,86
MISSING,2017-05-01,5567.88,984.56,6552.44,64,,56
MISSING,2017-06-01,3244.56,930.63,4175.19,62,,56
MISSING,2017-07-01,5243.4,1281.46,6524.86,77,,66
MISSING,2017-08-01,5904.14,1309.44,7213.58,74,210.4,62
MISSING,2017-09-01,18800.48,1904.42,20704.9,73,212.7,63
MISSING,2017-10-01,13870,2113.54,15983.54,120,204.618,113
MISSING,2017-11-01,16470.9,2002.86,18473.76,148,123.625,139
MISSING,2017-12-01,22366.46,3128.56,25495.02,207,179.143,183
MISSING,2018-01-01,13011.73,2046.02,15057.75,122,134.984,112
MISSING,2018-02-01,17378.11,2648.63,20026.74,135,187.885,127
MISSING,2018-03-01,8240.66,1375.75,9616.41,76,115.5,74
MISSING,2018-04-01,5094.94,980.83,6075.77,45,91.928,40
MISSING,2018-05-01,2387.13,418.57,2805.7,23,30.413,22
MISSING,2018-06-01,5241.04,1156.29,6397.33,57,90.7,50
MISSING,2018-07-01,4696.53,678.23,5374.76,39,65.162,37
agro industry and commerce,2016-12-01,65.97,41.79,107.76,3,0.375,2
agro industry and commerce,2017-01-01,224.84,106.26,331.1,7,3.4,7
agro industry and commerce,2017-02-01,81.99,28.7,110.69,2,0.325,2
agro industry and commerce,2017-04-01,1579.94,183.8,1763.74,4,23,4
agro industry and commerce,2017-05-01,1390,32.05,1422.05,1,4,1
agro industry and commerce,2017-06-01,1180,19.47,1199.47,1,2.15,1
agro industry and commerce,2017-07-01,88,136.6,224.6,4,0.932,1
agro industry and commerce,2017-08-01,1993.99,125.7,2119.69,4,18,3
agro industry and commerce,2017-09-01,3350.28,208.15,3558.43,5,33.233,5
agro industry and commerce,2017-10-01,13932.49,677.83,14610.32,19,89.75,13
agro industry and commerce,2017-11-01,5291.7,372.34,5664.04,11,46.555,9
agro industry and commerce,2017-12-01,5853.44,443.07,6296.51,18,51.8,15
agro industry and commerce,2018-01-01,7404.8,654.83,8059.63,27,82.1,21
agro industry and commerce,2018-02-01,6019,548.09,6567.09,28,74.623,25
agro industry and commerce,2018-03-01,4500.7,282.96,4783.66,12,59.292,12
agro industry and commerce,2018-04-01,3279.75,153.47,3433.22,8,16.933,8
agro industry and commerce,2018-05-01,3515.8,327.25,3843.05,10,47.15,10
agro industry and commerce,2018-06-01,7756.69,978.59,8735.28,30,114.872,29
agro industry and commerce,2018-07-01,5021.09,522.65,5543.74,18,100.034,14
air conditioning,2016-09-01,1707.09,197.82,1904.91,10,53.188,5
air conditioning,2016-12-01,663.7,74.66,738.36,4,14.539,3
air conditioning,2017-01-01,3095.3,344.41,3439.71,12,77.6,12
air conditioning,2017-02-01,4043.91,271.12,4315.03,16,53.363,15
air conditioning,2017-03-01,2642.13,306.97,2949.1,17,32.256,15
air conditioning,2017-04-01,1016.77,169.92,1186.69,8,14.25,7
air conditioning,2017-05-01,2084.48,204.04,2288.52,11,39.7,9
air conditioning,2017-06-01,1396.1,97.03,1493.13,5,15.955,5
air conditioning,2017-07-01,4271.73,291.76,4563.49,15,57.755,12
air conditioning,2017-08-01,1731.05,169.28,1900.33,8,31.525,8
air conditioning,2017-09-01,2562.42,307.48,2869.9,12,43.642,9
air conditioning,2017-10-01,4076.62,436.94,4513.56,19,89.545,16
air conditioning,2017-11-01,668.8,53.54,722.34,3,9.475,3
air conditioning,2017-12-01,4674.74,502.78,5177.52,29,88.458,22
air conditioning,2018-01-01,2626.89,265.78,2892.67,12,50.317,11
air conditioning,2018-02-01,2667.58,541.29,3208.87,25,83.933,24
air conditioning,2018-03-01,3261.79,659.33,3921.12,23,96.903,22
air conditioning,2018-04-01,2051.2,399.53,2450.73,15,92.367,14
air conditioning,2018-05-01,3567.9,525.04,4092.94,15,99.602,9
air conditioning,2018-06-01,2657.86,479.59,3137.45,17,86.058,15
air conditioning,2018-07-01,3556.9,450.92,4007.82,21,92.62,17
art,2017-02-01,223.25,97.59,320.84,5,10.685,5
art,2017-03-01,119.9,27.27,147.17,1,5.9,1
art,2017-04-01,6967.65,398.3,7365.95,8,30.9,8
art,2017-05-01,421.7,210.09,631.79,10,16.3,5
art,2017-06-01,386.75,38.15,424.9,3,1.64,3
art,2017-07-01,244.7,72.36,317.06,4,1.09,4
art,2017-08-01,388.54,47.31,435.85,3,2.15,3
art,2017-09-01,349.05,51.4,400.45,3,15.99,3
art,2017-10-01,75,17.78,92.78,1,1.947,1
art,2017-11-01,115.25,48.14,163.39,3,2.15,3
art,2017-12-01,2540.77,323.44,2864.21,19,31.975,19
art,2018-01-01,1251.71,309.12,1560.83,13,18,12
art,2018-02-01,461.5,120.16,581.66,7,10.6,7
art,2018-03-01,2140.28,482.76,2623.04,26,36.55,26
art,2018-04-01,2591.96,541.94,3133.9,35,43.3,34
art,2018-05-01,2500.05,518.82,3018.87,28,38.7,28
art,2018-06-01,1873.2,434.52,2307.72,21,31.7,21
art,2018-07-01,1551.38,306.02,1857.4,19,25.95,19
arts and craftmanship,2017-04-01,21.99,7.67,29.66,1,0.25,1
arts and craftmanship,2017-06-01,129.9,15.66,145.56,1,1.2,1
arts and craftmanship,2018-03-01,15.99,18.23,34.22,1,0.21,1
arts and craftmanship,2018-04-01,89.8,11.25,101.05,1,1.025,1
arts and craftmanship,2018-06-01,654.57,150.03,804.6,11,14.942,10
arts and craftmanship,2018-07-01,901.76,167.29,1069.05,9,15.25,9
audio,2016-09-01,156.99,26.04,183.03,2,0.5,2
audio,2017-01-01,163.8,84.05,247.85,5,2.8,5
audio,2017-02-01,1134.77,232.63,1367.4,14,5.999,13
audio,2017-03-01,942.2,161.75,1103.95,11,4.828,9
audio,2017-04-01,2081.18,252.01,2333.19,17,22.733,17
audio,2017-05-01,1671,147.24,1818.24,11,28.152,11
audio,2017-06-01,771.69,111.54,883.23,7,9.838,7
audio,2017-07-01,1050.7,95.74,1146.44,7,9.123,7
audio,2017-08-01,1042.59,149.2,1191.79,10,10.738,10
audio,2017-09-01,2348.48,380.25,2728.73,32,10.419,32
audio,2017-10-01,3677.23,517.91,4195.14,36,77.58,33
audio,2017-11-01,2686.93,254.19,2941.12,17,11.919,17
audio,2017-12-01,3731.78,396.05,4127.83,25,60.867,24
audio,2018-01-01,2916.99,227.15,3144.14,16,50.108,16
audio,2018-02-01,10606.69,657.68,11264.37,34,76.137,33
audio,2018-03-01,7045.07,526.39,7571.46,31,30.785,30
audio,2018-04-01,2697.68,346.86,3044.54,21,8.616,20
audio,2018-05-01,1830.69,397.7,2228.39,20,7.441,19
audio,2018-06-01,2062.64,346.36,2409,22,7.108,21
audio,2018-07-01,2069.4,399.7,2469.1,26,7.815,24
auto,2016-09-01,1833.25,424.31,2257.56,12,64.945,11
auto,2016-12-01,5218.53,625.68,5844.21,34,110.39,30
auto,2017-01-01,13022.41,2007.55,15029.96,85,332.089,76
auto,2017-02-01,14622.06,2299.38,16921.44,88,392.419,77
auto,2017-03-01,15548.17,2251.76,17799.93,88,386.491,81
auto,2017-04-01,18640.03,2991.67,21631.7,125,426.178,106
auto,2017-05-01,31370.69,2323.05,33693.74,112,339.472,103
auto,2017-06-01,14119.74,2371.08,16490.82,117,276.33,106
auto,2017-07-01,20421.11,3460.43,23881.54,166,492.067,133
auto,2017-08-01,14544.67,2386.79,16931.46,108,326,97
auto,2017-09-01,21245.38,3406.85,24652.23,148,424.537,130
auto,2017-10-01,34656.48,5642.23,40298.71,262,706.446,245
auto,2017-11-01,39846.44,5894.01,45740.45,271,946.06,245
auto,2017-12-01,35684.49,5282.9,40967.39,267,819.677,243
auto,2018-01-01,41930.62,6377.19,48307.81,318,925.737,302
auto,2018-02-01,44840.04,8092.35,52932.39,346,939.418,327
auto,2018-03-01,49569.29,7420.37,56989.66,355,818.038,335
auto,2018-04-01,40283.34,7280.66,47564,310,817.806,297
auto,2018-05-01,46112.19,7074.27,53186.46,302,557.079,274
auto,2018-06-01,43704.78,7254.58,50959.36,341,443.73,324
auto,2018-07-01,45506.4,7797.1,53303.5,380,441.309,355
baby,2016-09-01,1630.16,188.92,1819.08,14,14.423,11
baby,2016-12-01,6397.87,742.06,7139.93,41,,32
baby,2017-01-01,3048.48,665.81,3714.29,34,60.721,33
baby,2017-02-01,3724.08,762.25,4486.33,44,61.151,43
baby,2017-03-01,3900.55,871.23,4771.78,50,77.027,47
baby,2017-04-01,9929.41,1889.48,11818.89,109,275.628,103
baby,2017-05-01,7864.74,1393.31,9258.05,78,210.526,72
baby,2017-06-01,15861.21,2549.32,18410.53,128,369.505,123
baby,2017-07-01,20062.03,3178.46,23240.49,133,577.93,126
baby,2017-08-01,24296.4,3810.97,28107.37,173,725.536,164
baby,2017-09-01,16362.5,3093.62,19456.12,137,541.018,133
baby,2017-10-01,21863.79,4115.19,25978.98,203,616.728,190
baby,2017-11-01,20022.97,2840.63,22863.6,145,474.106,141
baby,2017-12-01,30058.47,4760.59,34819.06,223,773.894,212
baby,2018-01-01,25985.82,3576.85,29562.67,176,508.438,169
baby,2018-02-01,41935.84,5169.56,47105.4,223,949.662,216
baby,2018-03-01,49806.75,6982.88,56789.63,244,1236.587,222
baby,2018-04-01,33898.69,5483.25,39381.94,245,819.655,224
baby,2018-05-01,30775.12,6292,37067.12,225,746.659,207
baby,2018-06-01,22335.86,5219.57,27555.43,223,425.182,211
baby,2018-07-01,22004.15,4767.16,26771.31,217,428.854,206
bed bath table,2016-09-01,478.99,127.59,606.58,8,10.2,5
bed bath table,2016-12-01,3890.26,845.23,4735.49,47,82.855,44
bed bath table,2017-01-01,16352.63,3026.94,19379.57,166,336.1,147
bed bath table,2017-02-01,25687.12,4856.31,30543.43,288,470.401,248
bed bath table,2017-03-01,24323.69,4665.41,28989.1,274,526.43,234
bed bath table,2017-04-01,33323.65,6336.36,39660.01,367,814.75,327
bed bath table,2017-05-01,35201.71,6576.77,41778.48,383,880.635,337
bed bath table,2017-06-01,63794.7,10741.56,74536.26,579,1937.728,512
bed bath table,2017-07-01,57082.08,9174.55,66256.63,513,1628.56,449
bed bath table,2017-08-01,52514.73,9683.01,62197.74,532,1426.996,460
bed bath table,2017-09-01,46068.08,9237.67,55305.75,544,982.531,444
bed bath table,2017-10-01,89071.35,17161.17,106232.52,972,1958.096,814
bed bath table,2017-11-01,51130.43,9535.03,60665.46,558,1002.015,487
bed bath table,2017-12-01,75543.01,14261.25,89804.26,835,1495.37,689
bed bath table,2018-01-01,61279.97,11444.56,72724.53,699,1312.27,600
bed bath table,2018-02-01,69377.19,14880.37,84257.56,800,1416.829,671
bed bath table,2018-03-01,72255.24,14376.86,86632.1,746,1473.398,608
bed bath table,2018-04-01,71320.02,13428.7,84748.72,744,1537.857,603
bed bath table,2018-05-01,71721.55,16398.55,88120.1,772,1616.069,657
bed bath table,2018-06-01,55067.8,13639.28,68707.08,624,1190.808,518
bed bath table,2018-07-01,61504.48,14295.87,75800.35,664,1427.816,563
books general interest,2016-09-01,119.5,25.04,144.54,1,1.5,1
books general interest,2016-12-01,234.89,36.66,271.55,2,3.133,2
books general interest,2017-01-01,772.71,177.31,950.02,8,7.154,8
books general interest,2017-02-01,2648.96,438.6,3087.56,25,23.932,20
books general interest,2017-03-01,923.38,219.41,1142.79,12,18.77,12
books general interest,2017-04-01,1841.57,357.6,2199.17,20,21.993,19
books general interest,2017-05-01,1940.08,397.26,2337.34,21,16.895,20
books general interest,2017-06-01,1292.4,252.88,1545.28,13,14.113,12
books general interest,2017-07-01,3084.9,485.48,3570.38,28,34.89,28
books general interest,2017-08-01,1095.04,248.95,1343.99,16,12.7,16
books general interest,2017-09-01,734.5,195.37,929.87,11,9.55,8
books general interest,2017-10-01,2664.96,570.09,3235.05,38,34.956,38
books general interest,2017-11-01,2397.1,644.96,3042.06,42,28.67,38
books general interest,2017-12-01,2180.15,645.22,2825.37,45,32.83,41
books general interest,2018-01-01,1912.65,552.69,2465.34,29,18.206,29
books general interest,2018-02-01,1711.93,576.73,2288.66,39,19.775,34
books general interest,2018-03-01,6295.51,913.64,7209.15,50,35.605,43
books general interest,2018-04-01,6019.03,913.48,6932.51,53,31.075,51
books general interest,2018-05-01,3345.39,613.23,3958.62,39,22.052,33
books general interest,2018-06-01,4077.45,418.71,4496.16,25,15.446,25
books general interest,2018-07-01,1564.78,512.21,2076.99,36,17.325,34
books imported,2017-01-01,99,15.9,114.9,1,1.3,1
books imported,2017-03-01,19.99,13.44,33.43,1,0.9,1
books imported,2017-05-01,99,30.2,129.2,2,0.7,1
books imported,2017-07-01,61,9.34,70.34,1,0.6,1
books imported,2017-08-01,290,37.56,327.56,4,2.7,3
books imported,2017-10-01,324,48.5,372.5,4,3.3,3
books imported,2017-11-01,231,40.06,271.06,3,3,3
books imported,2017-12-01,506,57.88,563.88,5,4.05,5
books imported,2018-01-01,402,34.33,436.33,4,3.6,4
books imported,2018-02-01,259,25.69,284.69,3,1.65,2
books imported,2018-03-01,317.99,34.38,352.37,4,2.15,4
books imported,2018-04-01,410.92,114.79,525.71,10,3.25,9
books imported,2018-05-01,468.17,137.99,606.16,9,6.6,9
books imported,2018-06-01,402.78,113.83,516.61,8,3.45,6
books imported,2018-07-01,749,55.96,804.96,1,0.3,1
books technical,2016-09-01,267,32.84,299.84,1,1.9,1
books technical,2017-01-01,159,23.4,182.4,1,2.2,1
books technical,2017-02-01,75,28.74,103.74,2,0.7,2
books technical,2017-03-01,75,11.92,86.92,1,0.8,1
books technical,2017-04-01,262,54.46,316.46,3,1.61,3
books technical,2017-05-01,145.9,42.63,188.53,2,1.7,2
books technical,2017-06-01,528,52.88,580.88,2,7.5,2
books technical,2017-07-01,1196.38,128.6,1324.98,9,18.9,9
books technical,2017-08-01,892.35,119.17,1011.52,7,8.3,7
books technical,2017-09-01,989,124.64,1113.64,7,11.1,7
books technical,2017-10-01,724,85.52,809.52,5,4.4,4
books technical,2017-11-01,715.59,74.67,790.26,5,6.25,5
books technical,2017-12-01,1176.55,242.28,1418.83,17,16.308,16
books technical,2018-01-01,1411.21,356.5,1767.71,26,21.35,23
books technical,2018-02-01,913.47,319,1232.47,17,17.25,17
books technical,2018-03-01,1142.1,396.65,1538.75,22,17.1,22
books technical,2018-04-01,3085.48,875.81,3961.29,57,52.5,56
books technical,2018-05-01,1747.43,437.16,2184.59,26,27.15,26
books technical,2018-06-01,2106.81,498.6,2605.41,28,32.1,28
books technical,2018-07-01,1483.79,377.59,1861.38,29,21.743,28
cds dvds musicals,2017-06-01,225,74.38,299.38,5,2.75,4
cds dvds musicals,2017-07-01,135,42.16,177.16,3,1.65,2
cds dvds musicals,2017-09-01,45,16.11,61.11,1,0.55,1
cds dvds musicals,2017-10-01,195,29.82,224.82,3,1.65,3
cds dvds musicals,2017-11-01,65,9.94,74.94,1,0.55,1
cds dvds musicals,2018-03-01,65,52.58,117.58,1,0.55,1
christmas supplies,2017-03-01,69,24.97,93.97,1,0.283,1
christmas supplies,2017-05-01,184.7,61.55,246.25,3,20.2,2
christmas supplies,2017-06-01,65.09,32.96,98.05,2,1.2,2
christmas supplies,2017-07-01,58.9,17.98,76.88,1,1,1
christmas supplies,2017-08-01,254.7,63.58,318.28,4,6.65,3
christmas supplies,2017-09-01,388.05,143.19,531.24,12,7.7,7
christmas supplies,2017-10-01,1326.81,436.3,1763.11,23,37.405,19
christmas supplies,2017-11-01,507.67,316.17,823.84,17,22.8,15
christmas supplies,2017-12-01,851.5,252.96,1104.46,10,31.5,9
christmas supplies,2018-01-01,2059.65,611.7,2671.35,24,61.15,17
christmas supplies,2018-02-01,854.95,339.34,1194.29,12,36.75,12
christmas supplies,2018-03-01,275.15,243.43,518.58,12,11.5,9
christmas supplies,2018-04-01,524.53,148.21,672.74,6,20,6
christmas supplies,2018-05-01,306.19,170.52,476.71,7,4.45,6
christmas supplies,2018-06-01,509.56,152.1,661.66,8,10.3,8
christmas supplies,2018-07-01,564.37,214.34,778.71,11,16.85,11
cine photo,2017-01-01,59,36.24,95.24,1,5.5,1
cine photo,2017-03-01,118,48.31,166.31,2,11,2
cine photo,2017-04-01,59,32.71,91.71,1,5.5,1
cine photo,2017-05-01,79,33.91,112.91,1,5.5,1
cine photo,2017-08-01,69,33.84,102.84,1,5.5,1
cine photo,2017-09-01,69,38,107,1,5.5,1
cine photo,2017-10-01,242,17.94,259.94,1,1.54,1
cine photo,2017-12-01,199.98,23.8,223.78,2,3.9,2
cine photo,2018-01-01,227.99,44.13,272.12,2,2.1,2
cine photo,2018-02-01,711.79,134.75,846.54,7,11.2,6
cine photo,2018-03-01,521.74,99.39,621.13,5,6.8,5
cine photo,2018-04-01,2277.29,293.59,2570.88,18,11.25,17
cine photo,2018-05-01,435.85,173.51,609.36,13,2.267,9
cine photo,2018-06-01,1178.54,113.07,1291.61,7,4.225,7
cine photo,2018-07-01,685.28,133.01,818.29,10,1.8,9
computers,2016-12-01,2199.99,18,2217.99,1,3,1
computers,2017-01-01,3549,53.47,3602.47,1,3.2,1
computers,2017-07-01,33700,1126,34826,29,75.15,29
computers,2017-08-01,51278.89,1699.07,52977.96,40,114.95,39
computers,2017-09-01,41993.91,1343.63,43337.54,28,153.35,27
computers,2017-10-01,9768,292.4,10060.4,7,19.4,7
computers,2017-11-01,16741,1175.27,17916.27,23,252.95,19
computers,2017-12-01,7450,850.98,8300.98,12,159.45,12
computers,2018-03-01,13774.92,796.69,14571.61,15,133.75,13
computers,2018-04-01,9429.92,514.69,9944.61,14,168.3,7
computers,2018-05-01,13127,740.87,13867.87,13,148,8
computers,2018-06-01,11239,708.48,11947.48,8,94.26,8
computers,2018-07-01,8711.5,516.75,9228.25,12,139.25,10
computers accessories,2016-09-01,1399.32,340.77,1740.09,21,11.918,18
computers accessories,2016-12-01,3924.14,453.46,4377.6,31,19.55,24
computers accessories,2017-01-01,11972.59,1771.76,13744.35,106,95.302,97
computers accessories,2017-02-01,28624.6,3249.24,31873.84,174,161.494,150
computers accessories,2017-03-01,20651.16,2472.05,23123.21,135,130.043,119
computers accessories,2017-04-01,45052.97,5618.08,50671.05,317,240.136,259
computers accessories,2017-05-01,37628.79,4685.55,42314.34,265,203.169,221
computers accessories,2017-06-01,38642.2,5860.01,44502.21,324,252.429,272
computers accessories,2017-07-01,35060.62,5916.61,40977.23,351,253.86,298
computers accessories,2017-08-01,28962.88,5084.53,34047.41,254,253.249,217
computers accessories,2017-09-01,44009.19,6361.26,50370.45,321,366.199,264
computers accessories,2017-10-01,72163.66,10548.32,82711.98,531,490.953,443
computers accessories,2017-11-01,38335.9,5651.77,43987.67,288,343.807,253
computers accessories,2017-12-01,82121.15,12723.63,94844.78,695,620.111,583
computers accessories,2018-01-01,101381.34,17397.53,118778.87,988,762.551,806
computers accessories,2018-02-01,86291.71,15105.55,101397.26,763,789.458,643
computers accessories,2018-03-01,59574.2,10194.79,69768.99,544,654.348,481
computers accessories,2018-04-01,51634.73,8559.72,60194.45,465,430.258,410
computers accessories,2018-05-01,42326.45,8811.53,51137.98,408,374.642,358
computers accessories,2018-06-01,41837.79,8593.07,50430.86,426,295.948,388
computers accessories,2018-07-01,40358.93,7918.85,48277.78,420,314.514,385
consoles games,2016-09-01,3882.26,207.16,4089.42,10,19.6,10
consoles games,2016-12-01,5939.3,424.81,6364.11,22,9.468,20
consoles games,2017-01-01,4309.67,357.71,4667.38,19,22.066,19
consoles games,2017-02-01,10768.84,975.02,11743.86,50,57.166,48
consoles games,2017-03-01,3772.88,299.92,4072.8,17,13.177,15
consoles games,2017-04-01,2452.3,423.22,2875.52,28,12.92,25
consoles games,2017-05-01,5443.92,582.42,6026.34,31,12.507,28
consoles games,2017-06-01,5680.16,873.42,6553.58,48,19.438,46
consoles games,2017-07-01,8694.35,1568.32,10262.67,89,32.605,84
consoles games,2017-08-01,8926.28,1105.12,10031.4,66,27.9,61
consoles games,2017-09-01,10722.86,1703.73,12426.59,110,42.008,102
consoles games,2017-10-01,12608.88,2193.71,14802.59,134,44.4,129
consoles games,2017-11-01,9075.01,1334.47,10409.48,93,35.579,88
consoles games,2017-12-01,8200.98,881.51,9082.49,54,24.917,53
consoles games,2018-01-01,11978.73,1037.1,13015.83,52,34.071,51
consoles games,2018-02-01,11858.72,1219.34,13078.06,58,23.232,54
consoles games,2018-03-01,7239.4,871.1,8110.5,48,15.831,43
consoles games,2018-04-01,5664.07,1007.14,6671.21,54,13.825,40
consoles games,2018-05-01,6903.01,739.02,7642.03,43,11.808,41
consoles games,2018-06-01,7551.11,931.82,8482.93,47,18.68,47
consoles games,2018-07-01,5792.49,1091.96,6884.45,64,20.705,58
construction tools construction,2016-12-01,310,25,335,1,13.35,1
construction tools construction,2017-01-01,336.79,56.78,393.57,3,14.333,3
construction tools construction,2017-02-01,773.4,122.02,895.42,4,27.896,4
construction tools construction,2017-04-01,99.99,49.41,149.4,1,10.9,1
construction tools construction,2017-05-01,376.37,98.94,475.31,8,12.031,4
construction tools construction,2017-06-01,549.44,273.53,822.97,6,56.13,5
construction tools construction,2017-07-01,1180,214.33,1394.33,7,54.414,6
construction tools construction,2017-08-01,1289.2,197.84,1487.04,11,30.625,8
construction tools construction,2017-09-01,2511.28,439.93,2951.21,18,79.189,14
construction tools construction,2017-10-01,7058.46,1611.45,8669.91,48,267.714,37
construction tools construction,2017-11-01,5830.35,736.15,6566.5,27,161.934,22
construction tools construction,2017-12-01,9664.18,1089.14,10753.32,48,217.78,40
construction tools construction,2018-01-01,9003.97,1141.29,10145.26,69,277.609,54
construction tools construction,2018-02-01,10549.38,1694.83,12244.21,71,226.834,52
construction tools construction,2018-03-01,13293.83,2282.93,15576.76,92,248.865,78
construction tools construction,2018-04-01,20748.6,2831.74,23580.34,125,399.007,89
construction tools construction,2018-05-01,22947.72,2424.73,25372.45,113,205.533,108
construction tools construction,2018-06-01,15237.47,2352.48,17589.95,115,189.046,98
construction tools construction,2018-07-01,22917.16,3007.89,25925.05,162,404.724,124
construction tools lights,2017-06-01,360,41.45,401.45,1,12,1
construction tools lights,2017-07-01,589,81.98,670.98,2,24,2
construction tools lights,2017-08-01,229,29.98,258.98,1,12,1
construction tools lights,2017-09-01,500,151.1,651.1,2,24,2
construction tools lights,2017-10-01,2199.48,407.51,2606.99,10,88.7,9
construction tools lights,2017-11-01,176,30.46,206.46,2,0.5,2
construction tools lights,2017-12-01,2392.99,161.78,2554.77,7,51.45,6
construction tools lights,2018-01-01,1610.8,356.67,1967.47,17,44.6,9
construction tools lights,2018-02-01,2536.7,601.45,3138.15,13,113.45,12
construction tools lights,2018-03-01,4872.87,828.37,5701.24,45,100.3,36
construction tools lights,2018-04-01,5567.61,880.02,6447.63,43,108.5,33
construction tools lights,2018-05-01,4583.41,955.18,5538.59,44,83.15,35
construction tools lights,2018-06-01,7249.61,1381.79,8631.4,55,188.2,40
construction tools lights,2018-07-01,8212.53,1676.06,9888.59,62,173.815,56
construction tools safety,2017-01-01,379,17.86,396.86,1,1.008,1
construction tools safety,2017-02-01,380,45.76,425.76,2,1.866,2
construction tools safety,2017-07-01,8.9,15.79,24.69,1,0.4,1
construction tools safety,2017-08-01,1124.54,77.75,1202.29,5,2.219,4
construction tools safety,2017-09-01,1668.85,249.7,1918.55,12,9.519,9
construction tools safety,2017-10-01,3288.69,230.27,3518.96,14,16.89,12
construction tools safety,2017-11-01,1414.82,152.39,1567.21,8,6.55,8
construction tools safety,2017-12-01,2228.89,195.87,2424.76,11,14.086,9
construction tools safety,2018-01-01,5965.75,186.56,6152.31,8,7.695,7
construction tools safety,2018-02-01,5374.87,414.91,5789.78,22,12.928,13
construction tools safety,2018-03-01,2887.26,540.71,3427.97,24,16.48,23
construction tools safety,2018-04-01,7298.51,603.6,7902.11,29,21.273,25
construction tools safety,2018-05-01,2565.37,407.51,2972.88,16,14.396,16
construction tools safety,2018-06-01,1888.95,253.95,2142.9,15,6.619,15
construction tools safety,2018-07-01,4070.12,526.47,4596.59,26,23.007,22
cool stuff,2016-09-01,1111,216.11,1327.11,8,20.883,8
cool stuff,2016-12-01,7784.87,945.99,8730.86,40,123.779,32
cool stuff,2017-01-01,13323.6,1533.45,14857.05,70,193.646,69
cool stuff,2017-02-01,21095.21,2294.22,23389.43,123,214.427,121
cool stuff,2017-03-01,21822.08,2571.25,24393.33,121,253.268,119
cool stuff,2017-04-01,33497.47,4782.98,38280.45,246,543.141,235
cool stuff,2017-05-01,38443.5,4525.07,42968.57,202,588.12,198
cool stuff,2017-06-01,37304.86,4798.61,42103.47,228,607.691,220
cool stuff,2017-07-01,41921.93,5795.64,47717.57,266,667.667,243
cool stuff,2017-08-01,38210.34,5019.13,43229.47,207,686.163,200
cool stuff,2017-09-01,44910.01,6266.93,51176.94,258,688.815,246
cool stuff,2017-10-01,56245.34,6653.28,62898.62,301,684.63,290
cool stuff,2017-11-01,39061.44,5285.59,44347.03,253,538.697,236
cool stuff,2017-12-01,39739.7,6026.82,45766.52,300,639.257,289
cool stuff,2018-01-01,31002.21,3698.14,34700.35,187,436.335,182
cool stuff,2018-02-01,38353.22,5559.84,43913.06,256,651.216,242
cool stuff,2018-03-01,35062.41,4981.81,40044.22,206,670.767,194
cool stuff,2018-04-01,30179.1,3910.14,34089.24,177,497.769,170
cool stuff,2018-05-01,19316.37,2709.67,22026.04,103,279.525,100
cool stuff,2018-06-01,30551.61,3727.37,34278.98,121,389.76,118
cool stuff,2018-07-01,16354.58,2737.06,19091.64,123,300.339,120
costruction tools garden,2017-01-01,579.98,44.7,624.68,2,4.92,1
costruction tools garden,2017-03-01,1490.21,190.36,1680.57,8,9.044,7
costruction tools garden,2017-04-01,1577.24,229.31,1806.55,8,12.594,6
costruction tools garden,2017-05-01,434.69,65.71,500.4,4,6,3
costruction tools garden,2017-06-01,347.58,125.79,473.37,8,8.32,7
costruction tools garden,2017-07-01,1286.19,196.81,1483,10,14.12,7
costruction tools garden,2017-08-01,297.5,103.97,401.47,6,7.48,5
costruction tools garden,2017-09-01,746.9,141.26,888.16,9,21.409,8
costruction tools garden,2017-10-01,1218.5,360.15,1578.65,17,29.747,14
costruction tools garden,2017-11-01,928.9,168.85,1097.75,6,17.625,6
costruction tools garden,2017-12-01,3927.98,577.76,4505.74,24,69.531,21
costruction tools garden,2018-01-01,1538.25,341.85,1880.1,20,48.468,14
costruction tools garden,2018-02-01,2497.23,474.14,2971.37,23,50.348,20
costruction tools garden,2018-03-01,1326.79,450.48,1777.27,18,81.729,12
costruction tools garden,2018-04-01,1073.28,330.57,1403.85,16,20.587,13
costruction tools garden,2018-05-01,799.44,268.16,1067.6,11,22.812,11
costruction tools garden,2018-06-01,1956.47,635.8,2592.27,25,60.956,20
costruction tools garden,2018-07-01,3688.76,605.73,4294.49,23,63.027,19
costruction tools tools,2017-03-01,729,19.27,748.27,1,3.2,1
costruction tools tools,2017-04-01,803.9,30.4,834.3,2,3.7,2
costruction tools tools,2017-08-01,916.89,59.19,976.08,3,6.108,3
costruction tools tools,2017-09-01,1018.6,101.36,1119.96,5,4.892,5
costruction tools tools,2017-10-01,269.5,80.04,349.54,5,1.6,4
costruction tools tools,2017-11-01,349.4,108.42,457.82,6,2.05,6
costruction tools tools,2017-12-01,532.3,162.83,695.13,8,3.911,8
costruction tools tools,2018-01-01,1318.2,221.62,1539.82,12,4.16,11
costruction tools tools,2018-02-01,741.3,191.31,932.61,8,16.2,7
costruction tools tools,2018-03-01,1522.99,351.09,1874.08,18,28.207,17
